keyword,zero_pct,mean_interest
oil shortage,0.019,3.21
market outlook,0.0,3.19
bond default,0.0,3.19
portfolio loss,0.094,3.19
travel stocks,0.075,3.17
consumer finance,0.0,3.15
pharma stocks,0.132,3.15
inflation hedge,0.075,3.15
foundry,0.0,3.13
financial reform,0.038,3.11
blackrock stock,0.0,3.09
apparel brands,0.0,3.09
manufacturing output,0.038,3.08
credit spreads,0.0,3.08
fertilizers,0.0,3.08
consumer necessities,0.774,3.08
hard assets,0.057,3.06
large language model,0.0,3.06
corporate profits,0.0,3.06
luxury goods,0.0,3.04
yield inversion,0.075,3.04
raytheon,0.0,3.04
brokerage accounts,0.0,3.02
market downturn,0.132,3.0
bank collapse,0.66,2.98
order backlog,0.717,2.96
internet infrastructure,0.0,2.96
real estate crowdfunding,0.038,2.96
gold mining stocks,0.472,2.94
property casualty,0.0,2.94
foreclosure rate,0.057,2.92
office vacancy,0.038,2.92
cyber monday,0.509,2.92
discretionary spending,0.0,2.91
electrification,0.0,2.91
stock brokerage,0.0,2.85
commodity stocks,0.208,2.85
private equity,0.0,2.83
discount retailers,0.075,2.81
utility monopoly,0.34,2.79
financial stress,0.0,2.79
rent inflation,0.0,2.79
public utility commission,0.0,2.79
oil inventory,0.0,2.79
insurance stocks,0.0,2.79
platinum group,0.0,2.79
midstream,0.0,2.75
crispr therapy,0.208,2.72
big box retail,0.755,2.7
consumer discretionary,0.0,2.7
netflix ads,0.0,2.7
rent prices,0.0,2.7
trade deficit,0.019,2.66
health insurers,0.0,2.66
robotics,0.0,2.64
car donate,0.0,2.64
semiconductor,0.0,2.64
margin pressure,0.642,2.64
ar vr,0.0,2.62
theme parks,0.0,2.62
solar stocks,0.0,2.62
xlk etf,0.283,2.6
nextera energy,0.0,2.58
t-mobile stock,0.0,2.58
energy etf,0.0,2.57
student loan refinancing,0.057,2.55
online platforms,0.0,2.53
tsmc stock,0.0,2.53
asset managers,0.0,2.53
chemical stocks,0.698,2.51
deflation,0.0,2.51
wind power,0.0,2.51
loan defaults,0.019,2.51
economic indicators,0.0,2.49
precision medicine,0.0,2.47
user engagement,0.019,2.47
industrial gases,0.057,2.47
chip stocks,0.0,2.47
military contracts,0.0,2.43
consumer cyclical,0.113,2.42
economic stimulus,0.0,2.42
recession,0.0,2.42
ipo,0.0,2.38
coal stock,0.0,2.36
humanoid robots,0.113,2.36
cable companies,0.0,2.34
black swan,0.0,2.34
manufacturing stocks,0.132,2.32
consumer retail,0.0,2.32
utility infrastructure,0.377,2.3
asset prices,0.019,2.3
gpus,0.0,2.3
opec news,0.755,2.28
crypto bank,0.0,2.26
health stocks,0.0,2.26
tech sector,0.019,2.25
restaurants stocks,0.283,2.25
wealth management,0.0,2.23
costco grocery,0.0,2.19
goldman sachs,0.0,2.19
pay-per-view,0.0,2.17
copper stocks,0.075,2.17
proptech,0.0,2.15
pharmacy stocks,0.66,2.13
oil drilling,0.0,2.11
house hacking,0.0,2.11
online classifieds,0.0,2.11
payment processing,0.0,2.04
freight rail,0.0,2.04
silver rally,0.698,2.04
consumer confidence,0.0,2.04
game streaming,0.0,2.02
medical imaging,0.0,2.02
economic uncertainty,0.057,2.0
online gaming,0.0,2.0
housing demand,0.0,2.0
industrial output,0.038,2.0
oil surplus,0.113,1.98
oncology,0.0,1.98
mining jobs,0.0,1.98
space infrastructure,0.302,1.96
interactive media,0.0,1.96
bank liquidity,0.0,1.94
recession risk,0.226,1.92
oil refining,0.0,1.89
vehicle sales,0.0,1.89
healthcare reit,0.057,1.87
casinos gaming,0.0,1.85
monthly active users,0.019,1.85
factory automation,0.019,1.83
single family rental,0.0,1.83
semiconductor stocks,0.0,1.81
small modular reactor,0.453,1.79
systemic risk,0.0,1.79
refinance,0.0,1.79
compute demand,0.358,1.77
market liquidity,0.019,1.77
staples etf,0.226,1.75
defense etf,0.094,1.75
oncology drugs,0.189,1.75
user growth,0.019,1.74
drug pipeline,0.075,1.74
margin call,0.0,1.72
corporate debt,0.0,1.72
crispr,0.0,1.72
ai chips,0.057,1.7
dividend utility,0.453,1.7
capital controls,0.019,1.7
surgical robots,0.717,1.66
net interest income,0.019,1.64
bank stocks,0.0,1.62
tech stocks,0.0,1.62
infrastructure stocks,0.566,1.6
netflix subs,0.642,1.58
creator economy,0.038,1.55
utility dividend,0.453,1.53
news paywall,0.0,1.51
broadband providers,0.0,1.51
application software,0.0,1.49
small modular reactors,0.528,1.49
value stocks,0.0,1.49
content spending,0.189,1.49
oil sanctions,0.226,1.49
market correction,0.038,1.47
quantitative tightening,0.189,1.47
antitrust tech,0.774,1.45
bank merger,0.0,1.43
esg investing,0.038,1.42
mining exploration,0.245,1.42
currency crisis,0.094,1.4
conocophillips,0.0,1.38
oil well,0.0,1.36
weapons manufacturer,0.849,1.34
utilities stocks,0.396,1.32
industrial robotics,0.17,1.3
orphan drugs,0.321,1.3
spectrum auction,0.623,1.28
credit crunch,0.0,1.28
inverted yield,0.0,1.26
unilever stock,0.019,1.25
exchange stocks,0.0,1.25
stock buybacks,0.057,1.23
content streaming,0.0,1.23
ppi,0.0,1.23
bond market,0.0,1.21
digital banking,0.0,1.21
banking sector,0.019,1.19
pipeline drugs,0.585,1.19
vacancy rates,0.038,1.17
bond yields,0.0,1.17
asset allocation,0.0,1.17
desalination,0.0,1.15
arpu,0.019,1.15
corporate default,0.075,1.15
apartment reit,0.736,1.13
leisure spending,0.811,1.11
net interest margin,0.094,1.09
gaming media,0.0,1.09
crypto banks,0.094,1.09
commercial banking,0.0,1.08
lithium mining,0.0,1.08
colgate stock,0.019,1.08
stress tests,0.0,1.08
kellogg stock,0.019,1.08
staycation,0.0,1.06
energy infrastructure,0.019,1.06
energy index,0.0,1.06
health sector,0.0,1.06
xle,0.0,1.06
esports,0.0,1.04
reit dividends,0.038,1.04
smelting,0.0,1.04
e-sports,0.038,1.04
ott media,0.774,1.04
brokerage,0.0,1.02
refinery,0.0,1.02
financial distress,0.094,1.02
satellite radio,0.0,1.02
tech stock,0.0,1.02
paint stocks,0.792,1.02
dividend cut,0.057,1.02
video platform,0.0,1.02
devaluation,0.019,1.02
bull market,0.057,1.02
data centers,0.0,1.0
med tech,0.0,1.0
tiktok trends,0.0,1.0
6g,0.0,1.0
beverages,0.0,1.0
biopharma,0.0,1.0
publishing,0.0,1.0
palladium,0.0,1.0
pharmaceuticals,0.0,1.0
telecommunications,0.0,1.0
electricity rates,0.0,1.0
warehousing,0.0,1.0
online dating,0.0,1.0
discount retailer,0.189,1.0
broadband internet,0.0,1.0
e-commerce,0.0,1.0
stock downgrade,0.547,1.0
risk appetite,0.057,1.0
bearish,0.0,1.0
fiber broadband,0.0,1.0
space stocks,0.038,0.98
booking holdings,0.038,0.98
portfolio diversification,0.17,0.98
unemployed,0.019,0.98
biosimilars,0.019,0.98
commercial banks,0.057,0.98
software stock,0.019,0.98
biotechnology,0.019,0.98
5g technology,0.057,0.96
patent expiry,0.868,0.96
semiconductor chips,0.057,0.94
market rally,0.094,0.94
corporate earnings,0.151,0.94
credit card stocks,0.057,0.94
utility regulation,0.755,0.94
broker dealers,0.057,0.94
credit spread,0.057,0.94
bank regulation,0.094,0.94
instagram ads,0.057,0.94
commodities,0.075,0.92
cardiology tech,0.566,0.92
petrochemicals,0.113,0.91
bioengineering,0.094,0.91
property defaults,0.585,0.91
networking hardware,0.094,0.91
midstream oil,0.094,0.91
offshore drilling,0.113,0.89
aggregates,0.113,0.89
drug approvals,0.208,0.89
grocery inflation,0.113,0.89
uranium stocks,0.17,0.87
tech valuation,0.226,0.87
utility etf,0.66,0.87
decarbonization,0.151,0.85
rating downgrade,0.698,0.85
value retail,0.151,0.85
short form video,0.151,0.85
consumer defensive,0.792,0.83
shell plc,0.17,0.83
mineral extraction,0.434,0.83
ffo,0.17,0.83
warehouse demand,0.283,0.83
storage reit,0.774,0.81
grid infrastructure,0.226,0.81
5g stock,0.189,0.81
trading halt,0.434,0.81
aerospace stocks,0.849,0.81
logistics warehouses,0.491,0.79
stock panic,0.377,0.79
healthcare m&a,0.623,0.77
retail staples,0.226,0.77
cloud stocks,0.245,0.77
equity reit,0.226,0.77
embedded finance,0.264,0.77
serverless computing,0.302,0.75
earnings guidance,0.358,0.75
tobacco stocks,0.887,0.74
ai infrastructure,0.264,0.74
industrial minerals,0.377,0.72
health ai,0.283,0.72
upstream,0.302,0.7
podcast network,0.302,0.7
wealth destruction,0.755,0.7
ipo market,0.302,0.7
entertainment stocks,0.302,0.7
corporate bankruptcy,0.302,0.7
utility dividends,0.792,0.68
earnings season,0.321,0.68
weapons stocks,0.698,0.68
data center demand,0.849,0.66
utility sector,0.66,0.66
restaurant spending,0.34,0.66
platform regulation,0.887,0.66
trading revenue,0.34,0.66
medicare stocks,0.868,0.64
hyperinflation,0.396,0.62
retail sales data,0.377,0.62
shadow banking,0.434,0.6
advertising stocks,0.849,0.6
robotics stocks,0.679,0.6
utility earnings,0.811,0.58
safety rotation,0.717,0.58
rail stocks,0.623,0.57
surgical robotics,0.434,0.57
property dividends,0.434,0.57
drilling permits,0.453,0.55
content licensing,0.453,0.55
share buybacks,0.585,0.55
textiles,0.472,0.53
cre debt,0.887,0.51
marine ports,0.66,0.51
media consolidation,0.509,0.49
economic depression,0.509,0.49
remote work real estate,0.528,0.47
digital wallets,0.528,0.47
media conglomerates,0.528,0.47
streaming subscribers,0.528,0.47
regulated utility,0.849,0.45
health insurance stocks,0.566,0.45
messaging platforms,0.547,0.45
ev manufacturing,0.547,0.45
market rotation,0.547,0.45
pipeline stocks,0.849,0.43
petroleum stocks,0.66,0.42
optical networking,0.811,0.4
aging population,0.604,0.4
hospital stocks,0.604,0.4
renewable utility,0.642,0.4
stable earnings,0.792,0.38
social media stocks,0.811,0.38
cargo demand,0.887,0.36
semiconductor stock,0.642,0.36
staples sector,0.83,0.36
lng exports,0.887,0.36
property valuations,0.679,0.34
railroad stocks,0.679,0.34
basel iii,0.679,0.32
lending standards,0.755,0.32
lng export,0.698,0.3
grid modernization,0.887,0.3
drug approval,0.736,0.3
telecom spectrum,0.83,0.3
energy earnings,0.698,0.3
plastics resin,0.849,0.3
alzheimer’s treatment,0.717,0.28
nickel supply,0.717,0.28
crypto banking,0.736,0.28
reit returns,0.868,0.28
iphone sales,0.736,0.26
bulk commodities,0.887,0.26
netflix stock,0.736,0.26
agricultural chemicals,0.755,0.25
waste management stocks,0.887,0.25
stock circuit breaker,0.887,0.25
genomics,0.774,0.23
cybersecurity stocks,0.774,0.23
refinery stock,0.792,0.23
aluminum stocks,0.868,0.23
coal stocks,0.811,0.21
commercial aerospace,0.792,0.21
hardware stocks,0.811,0.19
glass manufacturing,0.811,0.19
grid reliability,0.83,0.17
sunbelt migration,0.83,0.17
nuclear utility,0.849,0.15
lithium demand,0.849,0.15
industrials sector,0.849,0.15
capital adequacy,0.849,0.15
dividend cuts,0.887,0.15
equity reits,0.868,0.13
vaccine stocks,0.868,0.13
drone stocks,0.868,0.13
tech earnings,0.887,0.13
software sector,0.868,0.13
consumer sentiment,0.887,0.11
financial sector,0.887,0.11
defense contractor,0.887,0.11
property vacancies,0.887,0.11
office reit,0.887,0.11
currency devaluation,0.887,0.11
shrinkflation,0.887,0.11
